"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"14:28:52:480","51679241000536","  13.380","  42.688"," 3592"," 3500"," 3600","4800","  55.660"," 187.964","  52.212","  53.434"," 168.110","  46.697"," 70","0","   1.997","  13.382","   3.717","  45.000","    0"
"14:28:52:581","51679471975938","  13.480","  31.066"," 3686"," 3600"," 3800","4800","  51.404"," 193.118","  53.644","  49.213"," 173.044","  48.068"," 70","0","   1.668","  13.549","   3.764","  45.000","    0"
"14:28:52:681","51679702396224","  13.580","  38.004"," 3592"," 3500"," 3600","4800","  50.545"," 198.173","  55.048","  48.527"," 177.897","  49.416"," 68","0","   2.204","  13.770","   3.825","  45.000","    0"
"14:28:52:781","51679933056234","  13.680","  33.022"," 3673"," 3500"," 3900","4800","  52.991"," 203.478","  56.522","  50.165"," 182.919","  50.811"," 75","0","   2.009","  13.971","   3.881","  45.000","    0"
"14:28:52:881","51680163579032","  13.780","  40.374"," 3778"," 3700"," 3900","4800","  64.658"," 209.947","  58.319","  62.701"," 189.193","  52.554"," 72","0","   1.864","  14.157","   3.933","  45.000","    0"
"14:28:52:981","51680394495786","  13.880","  39.724"," 3615"," 3500"," 3900","4800","  54.451"," 215.404","  59.835","  52.244"," 194.429","  54.008"," 71","0","   2.055","  14.363","   3.990","  45.000","    0"
"14:28:53:081","51680625057236","  13.980","  46.761"," 3592"," 3500"," 3600","4800","  62.231"," 221.632","  61.564","  59.570"," 200.390","  55.664"," 72","0","   2.642","  14.627","   4.063","  45.000","    0"
"14:28:53:181","51680855654314","  14.080","  43.504"," 3592"," 3500"," 3600","4800","  58.075"," 227.444","  63.179","  55.458"," 205.941","  57.206"," 71","0","   2.440","  14.872","   4.131","  45.000","    0"
"14:28:53:282","51681088454392","  14.181","  40.356"," 3592"," 3500"," 3600","4800","  54.919"," 232.993","  64.720","  52.353"," 211.230","  58.675"," 68","0","   2.025","  15.076","   4.188","  45.000","    0"
"14:28:53:382","51681319031974","  14.281","  22.279"," 3822"," 3700"," 4000","4794","  43.664"," 237.363","  65.934","  42.175"," 215.451","  59.848"," 72","0","   1.266","  15.203","   4.223","  45.000","    0"
"14:28:53:483","51681550025514","  14.382","  30.851"," 3906"," 3800"," 4000","4800","  65.694"," 243.949","  67.764","  63.339"," 221.801","  61.611"," 74","0","   1.383","  15.341","   4.262","  45.000","    0"
"14:28:53:583","51681781769720","  14.482","  31.491"," 3814"," 3700"," 4000","4800","  55.430"," 249.525","  69.312","  53.407"," 227.173","  63.104"," 67","0","   1.607","  15.503","   4.306","  45.000","    0"
"14:28:53:684","51682014508880","  14.583","  14.447"," 3723"," 3600"," 3900","4694","  27.525"," 252.305","  70.085","  25.902"," 229.790","  63.830"," 62","0","   1.023","  15.607","   4.335","  45.000","    0"
"14:28:53:785","51682247252398","  14.684","  19.391"," 3740"," 3600"," 4000","4760","  37.331"," 256.076","  71.132","  35.121"," 233.338","  64.816"," 62","0","   1.305","  15.738","   4.372","  45.000","    0"
"14:28:53:885","51682477920724","  14.784","  28.759"," 3864"," 3700"," 4000","4775","  55.954"," 261.678","  72.688","  54.598"," 238.804","  66.334"," 74","0","   1.283","  15.867","   4.407","  45.000","    0"
"14:28:53:985","51682708602388","  14.885","  40.010"," 3583"," 3400"," 3700","4800","  56.033"," 267.288","  74.247","  52.420"," 244.052","  67.792"," 67","0","   2.485","  16.116","   4.477","  45.000","    0"
"14:28:54:086","51682940260352","  14.985","  19.076"," 3407"," 2900"," 3700","4800","  30.735"," 270.379","  75.105","  28.298"," 246.897","  68.583"," 63","0","   1.424","  16.259","   4.516","  45.000","    0"
"14:28:54:186","51683171250862","  15.085","  21.815"," 3837"," 3700"," 4000","4800","  46.205"," 275.011","  76.392","  44.881"," 251.397","  69.832"," 71","0","   0.969","  16.356","   4.543","  45.000","    0"
"14:28:54:286","51683401959546","  15.185","  34.952"," 3802"," 3700"," 3900","4800","  65.763"," 281.596","  78.221","  63.848"," 257.790","  71.608"," 74","0","   1.509","  16.507","   4.585","  45.000","    0"
"14:28:54:386","51683632480100","  15.286","  45.886"," 3727"," 3600"," 3800","4800","  69.449"," 288.545","  80.151","  67.169"," 264.511","  73.475"," 74","0","   1.983","  16.705","   4.640","  45.000","  300"
"14:28:54:487","51683863117696","  15.386","  40.118"," 3799"," 3700"," 3900","4800","  70.199"," 295.572","  82.103","  68.094"," 271.327","  75.369"," 75","0","   1.716","  16.877","   4.688","  45.000","    0"
"14:28:54:587","51684093932676","  15.486","  43.855"," 3693"," 3600"," 3800","4800","  68.920"," 302.476","  84.021","  65.917"," 277.931","  77.203"," 76","0","   1.983","  17.076","   4.743","  45.000","    0"
"14:28:54:687","51684324304060","  15.586","  37.925"," 3730"," 3600"," 3900","4800","  65.836"," 309.059","  85.850","  63.411"," 284.271","  78.964"," 74","0","   1.934","  17.269","   4.797","  45.000","    0"
"14:28:54:787","51684554750880","  15.686","  39.459"," 3592"," 3500"," 3600","4800","  54.484"," 314.508","  87.363","  51.329"," 289.405","  80.390"," 73","0","   2.332","  17.502","   4.862","  45.000","    0"
"14:28:54:887","51684785311540","  15.786","  89.399"," 3726"," 3700"," 3800","4800","  83.698"," 322.884","  89.690","  80.843"," 297.495","  82.637"," 76","0","   2.143","  17.717","   4.921","  45.000","    0"
"14:28:54:987","51685016119246","  15.886","  85.471"," 3735"," 3700"," 3800","4800","  88.159"," 331.716","  92.143","  85.890"," 306.099","  85.027"," 79","0","   2.082","  17.925","   4.979","  45.000","    0"
"14:28:55:087","51685246634788","  15.986","  92.235"," 3733"," 3700"," 3800","4800","  89.120"," 340.632","  94.620","  86.558"," 314.759","  87.433"," 80","0","   2.749","  18.200","   5.056","  45.000","    0"
"14:28:55:187","51685477422536","  16.086","  94.746"," 3783"," 3700"," 3800","4800","  87.856"," 349.432","  97.065","  85.495"," 323.323","  89.812"," 82","0","   2.373","  18.438","   5.122","  45.000","    0"
"14:28:55:287","51685707920160","  16.186","  93.785"," 3701"," 3600"," 3800","4800","  87.254"," 358.162","  99.489","  83.937"," 331.720","  92.144"," 78","0","   3.523","  18.791","   5.220","  45.000","    0"
"14:28:55:387","51685938328886","  16.286","  93.916"," 3685"," 3600"," 3700","4800","  79.959"," 366.158"," 101.711","  77.406"," 339.461","  94.295"," 78","0","   2.490","  19.039","   5.289","  45.000","    0"
"14:28:55:488","51686170686404","  16.387","  94.179"," 3792"," 3700"," 3800","4800","  84.365"," 374.666"," 104.074","  81.943"," 347.725","  96.590"," 80","0","   2.046","  19.246","   5.346","  45.000","    0"
"14:28:55:588","51686401431380","  16.487","  94.478"," 3641"," 3600"," 3700","4800","  82.444"," 382.923"," 106.367","  78.834"," 355.620","  98.783"," 79","0","   3.749","  19.621","   5.450","  45.000","    0"
"14:28:55:688","51686631980004","  16.587","  98.185"," 3599"," 3500"," 3600","4800","  81.754"," 391.103"," 108.640","  77.764"," 363.402"," 100.945"," 79","0","   3.812","  20.003","   5.556","  45.000","    0"
"14:28:55:788","51686862446200","  16.687","  89.662"," 3691"," 3600"," 3700","4800","  75.439"," 398.649"," 110.736","  71.913"," 370.595"," 102.943"," 78","0","   2.408","  20.244","   5.623","  45.000","  350"
"14:28:55:888","51687092890884","  16.787","  93.583"," 3792"," 3700"," 3800","4800","  82.620"," 406.913"," 113.031","  80.205"," 378.617"," 105.171"," 79","0","   1.883","  20.432","   5.676","  45.000","    0"
"14:28:55:988","51687323553072","  16.888","  93.800"," 3774"," 3700"," 3800","4800","  85.534"," 415.476"," 115.410","  83.221"," 386.949"," 107.486"," 81","0","   2.483","  20.681","   5.745","  45.000","    0"
"14:28:56:089","51687554075232","  16.988","  96.919"," 3717"," 3700"," 3800","4800","  89.205"," 424.401"," 117.889","  85.860"," 395.539"," 109.872"," 82","0","   3.813","  21.062","   5.851","  45.000","    0"
"14:28:56:189","51687784760448","  17.088","  95.405"," 3708"," 3700"," 3800","4800","  91.587"," 433.571"," 120.437","  87.610"," 404.311"," 112.309"," 81","0","   3.855","  21.448","   5.958","  45.000","    0"
"14:28:56:289","51688015279336","  17.188","  92.143"," 3713"," 3700"," 3800","4800","  87.210"," 442.297"," 122.860","  84.189"," 412.734"," 114.648"," 80","0","   3.230","  21.771","   6.048","  45.000","    0"
"14:28:56:389","51688246143298","  17.288","  94.067"," 3789"," 3700"," 3800","4800","  85.927"," 450.907"," 125.252","  83.347"," 421.086"," 116.968"," 82","0","   2.497","  22.021","   6.117","  45.000","    0"
"14:28:56:489","51688476873434","  17.388","  96.532"," 3753"," 3700"," 3800","4800","  91.739"," 460.094"," 127.804","  88.746"," 429.973"," 119.437"," 83","0","   3.913","  22.413","   6.226","  45.000","    0"
"14:28:56:589","51688707567660","  17.488","  97.288"," 3719"," 3700"," 3800","4800","  89.831"," 469.089"," 130.302","  86.717"," 438.656"," 121.849"," 84","0","   3.929","  22.807","   6.335","  45.000","    0"
"14:28:56:689","51688938030048","  17.588","  98.227"," 3656"," 3600"," 3700","4800","  86.203"," 477.711"," 132.698","  82.407"," 446.899"," 124.139"," 80","0","   3.878","  23.195","   6.443","  45.000","  350"
"14:28:56:790","51689169123546","  17.689","  98.294"," 3592"," 3500"," 3600","4800","  77.628"," 485.497"," 134.860","  73.155"," 454.236"," 126.177"," 78","0","   3.949","  23.591","   6.553","  45.000","  400"
"14:28:56:890","51689399903704","  17.789","  96.044"," 3592"," 3500"," 3600","4800","  80.278"," 493.538"," 137.094","  75.965"," 461.845"," 128.290"," 81","0","   3.977","  23.989","   6.664","  45.000","  350"
"14:28:56:990","51689630320806","  17.889","  96.527"," 3637"," 3600"," 3700","4800","  84.371"," 501.976"," 139.438","  80.620"," 469.908"," 130.530"," 83","0","   3.904","  24.379","   6.772","  45.000","    0"
"14:28:57:090","51689860887470","  17.989","  96.948"," 3678"," 3600"," 3700","4800","  89.560"," 510.939"," 141.927","  85.773"," 478.492"," 132.914"," 83","0","   3.893","  24.769","   6.880","  45.000","  300"
"14:28:57:190","51690091739178","  18.089","  91.741"," 3615"," 3600"," 3700","4800","  82.367"," 519.191"," 144.220","  78.421"," 486.349"," 135.097"," 82","0","   3.864","  25.156","   6.988","  45.000","    0"
"14:28:57:290","51690322632610","  18.189","  97.180"," 3606"," 3600"," 3700","4800","  82.348"," 527.444"," 146.512","  78.379"," 494.204"," 137.279"," 82","0","   3.959","  25.553","   7.098","  45.000","    0"
"14:28:57:390","51690553563070","  18.290","  97.501"," 3592"," 3500"," 3600","4800","  80.839"," 535.546"," 148.763","  77.207"," 501.942"," 139.428"," 82","0","   3.919","  25.946","   7.207","  45.000","  350"
"14:28:57:491","51690784530218","  18.390","  95.390"," 3592"," 3500"," 3600","4800","  80.796"," 543.646"," 151.013","  75.697"," 509.531"," 141.536"," 82","0","   3.989","  26.346","   7.318","  45.000","    0"
"14:28:57:591","51691015285546","  18.490","  98.519"," 3592"," 3500"," 3600","4800","  80.690"," 551.727"," 153.258","  77.095"," 517.252"," 143.681"," 82","0","   3.941","  26.740","   7.428","  45.000","  350"
"14:28:57:691","51691245915890","  18.590","  94.674"," 3592"," 3500"," 3600","4800","  80.092"," 559.744"," 155.485","  75.906"," 524.850"," 145.792"," 82","0","   3.927","  27.134","   7.537","  45.000","    0"
"14:28:57:791","51691476566230","  18.690","  96.018"," 3648"," 3600"," 3700","4800","  82.052"," 567.959"," 157.766","  77.435"," 532.602"," 147.945"," 82","0","   3.870","  27.521","   7.645","  45.000","  300"
"14:28:57:891","51691707122048","  18.790","  94.726"," 3715"," 3700"," 3800","4800","  88.601"," 576.825"," 160.229","  84.635"," 541.071"," 150.298"," 85","0","   3.868","  27.908","   7.752","  45.000","    0"
"14:28:57:991","51691937667380","  18.890","  96.940"," 3612"," 3600"," 3700","4800","  81.176"," 584.947"," 162.485","  76.994"," 548.776"," 152.438"," 81","0","   3.918","  28.300","   7.861","  45.000","    0"
"14:28:58:091","51692168433374","  18.990","  96.958"," 3685"," 3600"," 3700","4800","  86.812"," 593.642"," 164.901","  83.057"," 557.094"," 154.748"," 83","0","   3.897","  28.690","   7.970","  45.000","    0"
"14:28:58:191","51692399162632","  19.091","  98.599"," 3624"," 3600"," 3700","4800","  84.131"," 602.067"," 167.241","  80.116"," 565.117"," 156.977"," 82","0","   3.937","  29.085","   8.079","  45.000","  350"
"14:28:58:292","51692629752486","  19.191","  96.601"," 3677"," 3600"," 3700","4800","  87.809"," 610.855"," 169.682","  83.304"," 573.455"," 159.293"," 84","0","   3.951","  29.480","   8.189","  45.000","    0"
"14:28:58:392","51692860589980","  19.291","  97.947"," 3674"," 3600"," 3700","4800","  87.447"," 619.617"," 172.116","  84.084"," 581.879"," 161.633"," 85","0","   3.870","  29.868","   8.297","  45.000","    0"
"14:28:58:492","51693091853222","  19.391","  93.065"," 3691"," 3600"," 3700","4800","  86.391"," 628.288"," 174.525","  82.602"," 590.170"," 163.936"," 83","0","   3.836","  30.253","   8.404","  45.000","  350"
"14:28:58:592","51693322435336","  19.491","  93.935"," 3663"," 3600"," 3700","4800","  85.250"," 636.820"," 176.894","  81.519"," 598.329"," 166.202"," 84","0","   3.875","  30.641","   8.511","  45.000","    0"
"14:28:58:692","51693553492224","  19.592","  98.682"," 3592"," 3500"," 3600","4800","  80.731"," 644.916"," 179.143","  77.049"," 606.055"," 168.349"," 84","0","   3.922","  31.034","   8.621","  45.000","    0"
"14:28:58:793","51693784072936","  19.692","  97.953"," 3592"," 3500"," 3600","4800","  80.128"," 652.935"," 181.371","  75.030"," 613.564"," 170.435"," 84","0","   4.006","  31.435","   8.732","  45.000","    0"
"14:28:58:893","51694014683360","  19.792","  97.215"," 3592"," 3500"," 3600","4800","  80.723"," 661.015"," 183.615","  76.737"," 621.245"," 172.568"," 83","0","   3.942","  31.829","   8.841","  45.000","    0"
"14:28:58:993","51694245208226","  19.892","  98.610"," 3592"," 3500"," 3600","4800","  81.296"," 669.149"," 185.875","  77.446"," 628.994"," 174.721"," 85","0","   3.988","  32.228","   8.952","  45.000","    0"
"14:28:59:093","51694475864374","  19.992","  94.347"," 3592"," 3500"," 3600","4800","  79.893"," 677.147"," 188.096","  76.045"," 636.607"," 176.835"," 84","0","   3.945","  32.623","   9.062","  45.000","    0"
"14:28:59:193","51694706420100","  20.092","  97.038"," 3618"," 3600"," 3700","4800","  83.010"," 685.454"," 190.404","  79.221"," 644.534"," 179.037"," 84","0","   3.965","  33.020","   9.172","  45.000","    0"
"14:28:59:293","51694937153656","  20.192","  98.380"," 3592"," 3500"," 3600","4800","  80.616"," 693.527"," 192.646","  77.075"," 652.253"," 181.181"," 85","0","   3.944","  33.415","   9.282","  45.000","    0"
"14:28:59:393","51695168245056","  20.292","  98.441"," 3592"," 3500"," 3600","4800","  79.328"," 701.483"," 194.857","  75.241"," 659.800"," 183.278"," 84","0","   3.941","  33.810","   9.392","  45.000","    0"
"14:28:59:493","51695398787288","  20.392","  97.984"," 3642"," 3600"," 3700","4800","  84.641"," 709.953"," 197.209","  80.874"," 667.892"," 185.526"," 85","0","   3.952","  34.206","   9.502","  45.000","    0"
"14:28:59:594","51695629772462","  20.493","  97.570"," 3685"," 3600"," 3700","4800","  88.005"," 718.776"," 199.660","  83.321"," 676.245"," 187.846"," 82","0","   3.958","  34.603","   9.612","  45.000","  350"
"14:28:59:694","51695860245052","  20.593","  98.156"," 3626"," 3600"," 3700","4800","  84.470"," 727.225"," 202.007","  81.022"," 684.350"," 190.097"," 87","0","   3.890","  34.992","   9.720","  45.000","  300"
"14:28:59:794","51696090730120","  20.693","  97.987"," 3625"," 3600"," 3700","4800","  82.571"," 735.485"," 204.302","  78.101"," 692.163"," 192.267"," 86","0","   3.924","  35.384","   9.829","  45.000","    0"
"14:28:59:894","51696321342684","  20.793","  95.784"," 3629"," 3600"," 3700","4716","  83.039"," 743.797"," 206.610","  78.954"," 700.066"," 194.463"," 85","0","   3.885","  35.773","   9.937","  45.000","    0"
"14:28:59:994","51696552277062","  20.893","  98.020"," 3592"," 3500"," 3600","4700","  81.022"," 751.918"," 208.866","  77.324"," 707.816"," 196.616"," 86","0","   3.902","  36.164","  10.046","  45.000","    0"
"14:29:00:094","51696782771490","  20.993","  98.090"," 3592"," 3500"," 3600","4691","  80.299"," 759.951"," 211.098","  76.274"," 715.446"," 198.735"," 85","0","   3.894","  36.554","  10.154","  45.000","    0"
